#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	105200	106422	mdfA	1-1223/1233	===============	0/0	99.19	78.50	card	JQ394987:1-1234
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	145301	145447	macB	1573-1719/1935	............==.	0/0	7.60	78.23	card	AY768532:1-1936
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	193403	195151	msbA	1-1749/1749	===============	0/0	100.00	84.96	card	NC_000913.3:966621-968370
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	321581	321785	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	88.78	card	Z11877.1:1-1245
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	362195	362918	sdiA	1-724/724	===============	0/0	100.00	99.31	card	NC_003197:2039658-2040381
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	576487	576901	H-NS	1-415/415	===============	0/0	100.00	88.92	card	NC_002695:1737554-1737968
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	733527	733965	AAC(6')-Iy	1-439/439	===============	0/0	100.00	96.81	card	AF144880:3542-3980
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	839336	839685	marA	1-350/385	==============.	0/0	90.91	89.43	card	NC_007779:1621288-1621672
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1143816	1147262	mfd	1-3447/3447	========/======	2/2	99.97	82.98	card	NC_000913.3:1170518-1173965
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1193874	1195083	mdtH	1-1210/1210	========/======	2/6	99.75	79.06	card	U00096:1124118-1125327
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1203682	1204878	mdtG	26-1228/1228	========/======	2/6	97.48	77.06	card	NC_007779:1115841-1117068
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1264651	1266075	mdtK	1-1425/1425	===============	0/0	100.00	98.81	card	CP014358.1:2161326-2162751
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1328250	1329417	PmrE	1-1168/1168	========/======	4/4	99.83	76.41	card	U00096:2098447-2099614
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1385755	1386997	mdtA	1-1249/1249	========/======	6/10	99.36	76.02	card	U00096:2154016-2155264
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1386996	1390117	mdtB	1-3122/3124	===============	0/0	99.94	81.39	card	U00096:2155263-2158386
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1390125	1393172	mdtC	7-3054/3079	===============	0/0	98.99	81.36	card	U00096:2158386-2161464
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1393196	1394612	mdtD	1-1417/1417	===============	0/0	100.00	78.69	card	U00096:2161464-2162880
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1394608	1396012	baeS	1-1405/1405	========/======	4/6	99.79	79.19	card	AP009048:2165013-2166417
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000001.1	1396008	1396729	baeR	1-722/724	===============	0/0	99.72	81.16	card	NC_007779:2166413-2167136
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000002.1	126560	127090	emrR	1-531/531	===============	0/0	100.00	85.88	card	NC_000913.3:2810770-2811301
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000002.1	127217	128390	emrA	1-1174/1174	========/======	2/2	99.91	82.21	card	AP009048:2810083-2811256
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000002.1	128406	129944	emrB	1-1539/1540	===============	0/0	99.94	84.41	card	U00096:2812616-2814155
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000002.1	517302	518758	tolC	1-1466/1488	========/======	2/9	97.92	81.72	card	FJ768952:1-1489
/scratch/mnk5428/kenyans/data/GCA_019363955.1_ASM1936395v1_genomic.fna	JAAIDS010000002.1	539303	540121	bacA	5-823/823	========/======	2/2	99.39	85.85	card	U00096:3203310-3204132
