#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000003.1	62413	64314	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.23	argannot	CP002291:664439-666340
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000003.1	334622	335779	(Bla)AMPH_Ecoli	1-1158/1158	===============	0/0	100.00	80.05	argannot	AP012030:395554-396711
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000007.1	51897	52334	(AGly)Aac6-Iaa	1-438/438	===============	0/0	100.00	100.00	argannot	NC_003197:1707358-1707795
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000017.1	21	127	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000038.1	505	1344	(Sul)SulI	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000039.1	305	361	(AGly)Aac3-Ib	1-57/531	==.............	0/0	10.73	100.00	argannot	L06157:555-1085
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000039.1	378	851	(Tmt)DfrA14	1-474/474	===============	0/0	100.00	100.00	argannot	GU726917:72-545
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000039.1	6253	6360	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000041.1	20	127	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361195.1_ASM1936119v1_genomic.fna	JAAHYN010000042.1	886	1527	(Tet)TetR	1-651/651	========/======	1/9	98.62	93.09	argannot	HF545434:53576-54226
