#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000006.1	259048	259159	catB4_1	438-549/549	...........====	0/0	20.40	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000019.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000019.1	14510	14617	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000020.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000020.1	5188	6387	tet(A)_4	1-1200/1200	===============	0/0	100.00	100.00	resfinder	AJ517790
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000020.1	7846	7953	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000022.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000022.1	1990	2805	sul2_6	1-816/816	===============	0/0	100.00	100.00	resfinder	FN995456
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000022.1	2866	3669	strA_1	1-804/804	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000022.1	3669	4505	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000022.1	7075	7389	blaTEM-105_1	547-861/861	.........======	0/0	36.59	99.68	resfinder	AF516720
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000024.1	19	126	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000025.1	20	126	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000025.1	308	1234	sul1_2	1-927/927	===============	0/0	100.00	100.00	resfinder	CP002151
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000025.1	1618	2191	dfrA7_1	1-570/570	========/======	3/4	100.00	98.78	resfinder	AJ419170
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000025.1	2197	2376	aadA1_1	1-187/972	===...../......	3/7	18.52	93.58	resfinder	X02340
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000025.1	4060	4168	catB4_1	441-549/549	............===	0/0	19.85	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000026.1	20	126	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000026.1	3750	3857	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000028.1	1757	2398	catA2_1	1-642/642	===============	0/0	100.00	96.11	resfinder	X53796
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000029.1	2412	2518	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000032.1	19	125	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000032.1	126	682	blaTEM-104_1	1-557/861	==========.....	0/0	64.69	100.00	resfinder	AF516719
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000032.1	1663	1769	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019362475.1_ASM1936247v1_genomic.fna	JAAIAX010000050.1	1	107	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
