#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	122330	123051	baeR	1-722/724	===============	0/0	99.72	81.30	card	NC_007779:2166413-2167136
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	123047	124451	baeS	1-1405/1405	========/======	4/6	99.79	79.33	card	AP009048:2165013-2166417
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	124447	125863	mdtD	1-1417/1417	===============	0/0	100.00	79.18	card	U00096:2161464-2162880
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	125887	128934	mdtC	7-3054/3079	===============	0/0	98.99	81.33	card	U00096:2158386-2161464
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	128942	132063	mdtB	1-3122/3124	===============	0/0	99.94	81.45	card	U00096:2155263-2158386
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	132062	133304	mdtA	1-1249/1249	========/======	6/10	99.36	76.26	card	U00096:2154016-2155264
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	188433	189600	PmrE	1-1168/1168	========/======	4/4	99.83	76.50	card	U00096:2098447-2099614
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	251772	253196	mdtK	1-1425/1425	===============	0/0	100.00	99.09	card	CP014358.1:2161326-2162751
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	306460	307183	sdiA	1-724/724	===============	0/0	100.00	99.17	card	NC_003197:2039658-2040381
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	498457	498871	H-NS	1-415/415	===============	0/0	100.00	88.92	card	NC_002695:1737554-1737968
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	638243	638681	AAC(6')-Iy	1-439/439	===============	0/0	100.00	97.72	card	AF144880:3542-3980
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000001.1	750272	750656	marA	1-385/385	===============	0/0	100.00	87.01	card	NC_007779:1621288-1621672
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	76538	76743	Escherichia_coli_emrE	1-206/1244	===............	0/0	16.56	87.86	card	Z11877.1:1-1245
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	125995	126525	emrR	1-531/531	===============	0/0	100.00	85.69	card	NC_000913.3:2810770-2811301
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	126652	127825	emrA	1-1174/1174	========/======	2/2	99.91	82.30	card	AP009048:2810083-2811256
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	127841	129379	emrB	1-1539/1540	===============	0/0	99.94	84.34	card	U00096:2812616-2814155
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	529281	530737	tolC	1-1466/1488	========/======	2/9	97.92	81.65	card	FJ768952:1-1489
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	551281	552099	bacA	5-823/823	========/======	2/2	99.39	85.61	card	U00096:3203310-3204132
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	565415	566787	patA	1-1373/1380	===============	0/0	99.49	84.19	card	NC_000913.3:3219494-3220874
/scratch/mnk5428/kenyans/data/GCA_019362995.1_ASM1936299v1_genomic.fna	JAAIBU010000002.1	733876	735016	acrE	1-1141/1159	===============	0/0	98.45	77.30	card	U00096:3413864-3415022
