#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000002.1	310394	310831	(AGly)Aac6-Iaa	1-438/438	===============	0/0	100.00	100.00	argannot	NC_003197:1707358-1707795
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000004.1	234273	236174	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.18	argannot	CP002291:664439-666340
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000011.1	131469	132626	(Bla)AMPH_Ecoli	1-1158/1158	===============	0/0	100.00	80.05	argannot	AP012030:395554-396711
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000028.1	1	627	(Tet)TetR	1-627/651	===============	0/0	96.31	100.00	argannot	HF545434:53576-54226
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000028.1	658	1904	(Tet)TetA	1-1247/1275	===============	0/0	97.80	100.00	argannot	JX424423:94438-95712
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000028.1	5283	6098	(Sul)SulII	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000028.1	6159	6962	(AGly)StrA	1-804/804	===============	0/0	100.00	99.88	argannot	AB366441:22458-23261
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000028.1	6962	7798	(AGly)StrB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000028.1	8378	8528	(Tet)TetR	501-651/651	...........====	0/0	23.20	100.00	argannot	HF545434:53576-54226
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000064.1	2	397	(AGly)StrA	380-775/804	.......========	0/0	49.25	98.74	argannot	AB366441:22458-23261
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000082.1	1	127	(Tet)TetR	465-591/651	..........====.	0/0	19.51	100.00	argannot	HF545434:53576-54226
/scratch/mnk5428/kenyans/data/GCA_019362235.1_ASM1936223v1_genomic.fna	JAAIAM010000082.1	116	247	(Tet)TetR	496-627/651	...........====	0/0	20.28	99.24	argannot	HF545434:53576-54226
