#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000017.1	19730	20372	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000017.1	35433	35694	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000017.1	35445	35738	IncFIC(FII)_1	9-297/499	========/=.....	5/7	57.72	81.69	plasmidfinder	AP001918
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000037.1	13011	13460	IncQ1_1	1-450/450	===============	0/0	100.00	100.00	plasmidfinder	HE654726
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000044.1	759	889	ColRNAI_1	1-130/130	========/======	1/1	100.00	84.73	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000075.1	328	427	ColRNAI_1	1-100/130	============...	0/0	76.92	91.00	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000144.1	113	232	ColRNAI_1	12-130/130	.=======/======	1/1	91.54	84.17	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000168.1	43	173	ColRNAI_1	1-130/130	========/======	1/1	100.00	79.39	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000169.1	43	174	ColRNAI_1	1-130/130	========/======	2/2	100.00	84.09	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363235.1_ASM1936323v1_genomic.fna	JAAICG010000170.1	44	173	ColRNAI_1	1-130/130	========/======	2/2	99.23	83.97	plasmidfinder	DQ298019
