#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000001.1	78672	80044	patA	1-1373/1380	===============	0/0	99.49	84.12	card	NC_000913.3:3219494-3220874
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000001.1	124541	125359	bacA	5-823/823	========/======	2/2	99.39	85.61	card	U00096:3203310-3204132
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000001.1	145909	147365	tolC	1-1466/1488	========/======	2/9	97.92	81.65	card	FJ768952:1-1489
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000001.1	529684	531222	emrB	1-1539/1540	===============	0/0	99.94	84.15	card	U00096:2812616-2814155
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000001.1	531238	532411	emrA	1-1174/1174	========/======	2/2	99.91	82.38	card	AP009048:2810083-2811256
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000001.1	532538	533068	emrR	1-531/531	===============	0/0	100.00	85.69	card	NC_000913.3:2810770-2811301
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000002.1	63860	65412	YojI	91-1643/1644	========/======	2/2	94.40	83.33	card	NC_000913.3:1-1645
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000002.1	79400	80269	robA	1-870/870	===============	0/0	100.00	76.67	card	JQ727667:1-871
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000002.1	149663	150855	mdtM	17-1209/1234	===============	0/0	96.68	78.46	card	U00096:4567287-4568520
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000002.1	386177	387820	PmrC	1-1644/1645	========/======	2/4	99.82	76.91	card	AP009048:4338625-4340269
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000003.1	363858	365043	emrD	6-1191/1191	========/======	2/2	99.50	83.40	card	GG749185.1:116813-118004
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000004.1	4687	5036	marA	1-350/385	==============.	0/0	90.91	89.14	card	NC_007779:1621288-1621672
/scratch/mnk5428/kenyans/data/GCA_019363875.1_ASM1936387v1_genomic.fna	JAAIEZ010000005.1	38290	41421	acrB	1-3132/3150	========/======	2/2	99.40	85.76	card	NC_000913.3:481254-484404
