#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000011.1	84574	85203	IncHI2A_1	1-630/630	===============	0/0	100.00	100.00	plasmidfinder	BX664015
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000011.1	98857	99451	TrfA_1	2-596/596	========/======	2/2	99.66	80.37	plasmidfinder	CP11611
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000011.1	100069	100395	IncHI2_1	1-327/327	===============	0/0	100.00	100.00	plasmidfinder	BX664015
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000018.1	58270	58563	IncFIC(FII)_1	9-297/499	========/=.....	5/7	57.72	81.69	plasmidfinder	AP001918
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000018.1	58314	58575	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000018.1	73636	74278	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000049.1	1218	1348	ColRNAI_1	1-130/130	========/======	1/1	100.00	84.73	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000060.1	1164	1613	IncQ1_1	1-450/450	===============	0/0	100.00	100.00	plasmidfinder	HE654726
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000186.1	94	224	ColRNAI_1	1-130/130	========/======	1/1	100.00	83.97	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000219.1	81	211	ColRNAI_1	1-130/130	========/======	1/1	100.00	83.97	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000223.1	92	222	ColRNAI_1	1-130/130	========/======	1/1	100.00	83.97	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000231.1	102	232	ColRNAI_1	1-130/130	========/======	1/1	100.00	83.97	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000238.1	137	248	ColRNAI_1	1-112/130	=============..	0/0	86.15	85.71	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000266.1	43	173	ColRNAI_1	1-130/130	========/======	1/1	100.00	79.39	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000274.1	1	85	ColRNAI_1	47-130/130	.....===/======	1/1	64.62	87.06	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000339.1	43	174	ColRNAI_1	1-130/130	========/======	2/2	100.00	84.09	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000342.1	75	205	ColRNAI_1	1-130/130	========/======	1/1	100.00	83.21	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000344.1	44	173	ColRNAI_1	1-130/130	========/======	2/2	99.23	83.97	plasmidfinder	DQ298019
