#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000001.1	34155	34685	emrR	1-531/531	===============	0/0	100.00	85.69	card	NC_000913.3:2810770-2811301
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000001.1	34812	35985	emrA	1-1174/1174	========/======	2/2	99.91	82.38	card	AP009048:2810083-2811256
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000001.1	36001	37539	emrB	1-1539/1540	===============	0/0	99.94	84.15	card	U00096:2812616-2814155
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000001.1	419858	421314	tolC	1-1466/1488	========/======	2/9	97.92	81.65	card	FJ768952:1-1489
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000001.1	441864	442682	bacA	5-823/823	========/======	2/2	99.39	85.61	card	U00096:3203310-3204132
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000001.1	487179	488551	patA	1-1373/1380	===============	0/0	99.49	84.12	card	NC_000913.3:3219494-3220874
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000002.1	63860	65412	YojI	91-1643/1644	========/======	2/2	94.40	83.33	card	NC_000913.3:1-1645
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000002.1	79400	80269	robA	1-870/870	===============	0/0	100.00	76.67	card	JQ727667:1-871
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000002.1	149663	150855	mdtM	17-1209/1234	===============	0/0	96.68	78.46	card	U00096:4567287-4568520
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000002.1	386314	387957	PmrC	1-1644/1645	========/======	2/4	99.82	76.91	card	AP009048:4338625-4340269
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000003.1	12338	13523	emrD	6-1191/1191	========/======	2/2	99.50	83.40	card	GG749185.1:116813-118004
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	122456	123177	baeR	1-722/724	===============	0/0	99.72	81.72	card	NC_007779:2166413-2167136
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	123173	124577	baeS	1-1405/1405	========/======	2/2	99.93	78.95	card	AP009048:2165013-2166417
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	124573	125989	mdtD	1-1417/1417	===============	0/0	100.00	79.11	card	U00096:2161464-2162880
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	126013	129060	mdtC	7-3054/3079	===============	0/0	98.99	81.56	card	U00096:2158386-2161464
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	129068	132189	mdtB	1-3122/3124	===============	0/0	99.94	81.29	card	U00096:2155263-2158386
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	132188	133430	mdtA	1-1249/1249	========/======	6/10	99.36	76.18	card	U00096:2154016-2155264
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	188590	189757	PmrE	1-1168/1168	========/======	4/4	99.83	76.58	card	U00096:2098447-2099614
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000004.1	251914	253338	mdtK	1-1425/1425	===============	0/0	100.00	99.93	card	CP014358.1:2161326-2162751
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000005.1	282533	282882	marA	1-350/385	==============.	0/0	90.91	89.14	card	NC_007779:1621288-1621672
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000006.1	72048	75179	acrB	1-3132/3150	========/======	2/2	99.40	85.76	card	NC_000913.3:481254-484404
/scratch/mnk5428/kenyans/data/GCA_019363775.1_ASM1936377v1_genomic.fna	JAAIDJ010000006.1	75202	76395	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.42	card	NC_000913.3:484426-485620
