#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	122330	123051	baeR	1-722/724	===============	0/0	99.72	81.30	card	NC_007779:2166413-2167136
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	123047	124451	baeS	1-1405/1405	========/======	4/6	99.79	79.33	card	AP009048:2165013-2166417
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	124447	125863	mdtD	1-1417/1417	===============	0/0	100.00	79.18	card	U00096:2161464-2162880
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	125887	128934	mdtC	7-3054/3079	===============	0/0	98.99	81.36	card	U00096:2158386-2161464
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	128942	132063	mdtB	1-3122/3124	===============	0/0	99.94	81.45	card	U00096:2155263-2158386
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	132062	133304	mdtA	1-1249/1249	========/======	6/10	99.36	76.34	card	U00096:2154016-2155264
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	188434	189601	PmrE	1-1168/1168	========/======	4/4	99.83	76.50	card	U00096:2098447-2099614
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	251773	253197	mdtK	1-1425/1425	===============	0/0	100.00	99.09	card	CP014358.1:2161326-2162751
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	306461	307184	sdiA	1-724/724	===============	0/0	100.00	99.17	card	NC_003197:2039658-2040381
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	498493	498907	H-NS	1-415/415	===============	0/0	100.00	88.92	card	NC_002695:1737554-1737968
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	638279	638717	AAC(6')-Iy	1-439/439	===============	0/0	100.00	97.72	card	AF144880:3542-3980
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000001.1	750308	750692	marA	1-385/385	===============	0/0	100.00	87.01	card	NC_007779:1621288-1621672
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000002.1	23472	26918	mfd	1-3447/3447	========/======	2/2	99.97	82.92	card	NC_000913.3:1170518-1173965
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000002.1	73537	74746	mdtH	1-1210/1210	========/======	2/6	99.75	78.89	card	U00096:1124118-1125327
/scratch/mnk5428/kenyans/data/GCA_019363075.1_ASM1936307v1_genomic.fna	JAAIBZ010000002.1	83345	84541	mdtG	26-1228/1228	========/======	2/6	97.48	76.64	card	NC_007779:1115841-1117068
