#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000008.1	84574	85203	IncHI2A_1	1-630/630	===============	0/0	100.00	100.00	plasmidfinder	BX664015
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000008.1	98857	99451	TrfA_1	2-596/596	========/======	2/2	99.66	80.37	plasmidfinder	CP11611
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000008.1	100069	100395	IncHI2_1	1-327/327	===============	0/0	100.00	100.00	plasmidfinder	BX664015
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000015.1	19778	20420	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000015.1	35481	35742	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000015.1	35493	35786	IncFIC(FII)_1	9-297/499	========/=.....	5/7	57.72	81.69	plasmidfinder	AP001918
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000053.1	2258	2707	IncQ1_1	1-450/450	===============	0/0	100.00	100.00	plasmidfinder	HE654726
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000062.1	1476	1606	ColRNAI_1	1-130/130	========/======	1/1	100.00	84.73	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000167.1	92	203	ColRNAI_1	1-112/130	=============..	0/0	86.15	83.93	plasmidfinder	DQ298019
/scratch/mnk5428/kenyans/data/GCA_019363485.1_ASM1936348v1_genomic.fna	JAAICW010000177.1	48	173	ColRNAI_1	6-130/130	========/======	1/1	96.15	82.54	plasmidfinder	DQ298019
