#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000006.1	21	132	catB4_1	438-549/549	...........====	0/0	20.40	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000007.1	215141	215256	catB4_1	434-549/549	...........====	0/0	21.13	97.41	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000018.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000030.1	20	127	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000031.1	19	126	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000032.1	19	126	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000032.1	1585	2784	tet(A)_4	1-1200/1200	===============	0/0	100.00	100.00	resfinder	AJ517790
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000032.1	7845	7951	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000034.1	127	545	blaTEM-105_1	443-861/861	.......========	0/0	48.66	100.00	resfinder	AF516720
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000034.1	3115	3951	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000034.1	3951	4754	strA_1	1-804/804	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000034.1	4815	5630	sul2_6	1-816/816	===============	0/0	100.00	100.00	resfinder	FN995456
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000034.1	7493	7599	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000037.1	4762	4869	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000038.1	20	126	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000038.1	4381	4487	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000039.1	18	124	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000039.1	306	1232	sul1_2	1-927/927	===============	0/0	100.00	100.00	resfinder	CP002151
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000039.1	1616	2189	dfrA7_1	1-570/570	========/======	3/4	100.00	98.78	resfinder	AJ419170
/scratch/mnk5428/kenyans/data/GCA_019363975.1_ASM1936397v1_genomic.fna	JAAIDQ010000039.1	2195	2374	aadA1_1	1-187/972	===...../......	3/7	18.52	93.58	resfinder	X02340
