#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000001.1	206730	207167	(AGly)Aac6-Iaa	1-438/438	===============	0/0	100.00	100.00	argannot	NC_003197:1707358-1707795
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000003.1	134613	135770	(Bla)AMPH_Ecoli	1-1158/1158	===============	0/0	100.00	79.97	argannot	AP012030:395554-396711
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000003.1	407782	409683	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.23	argannot	CP002291:664439-666340
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	8558	8664	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	8955	10184	(MLS)MefB	1-1230/1230	===============	0/0	100.00	99.92	argannot	FJ196385:11084-12313
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	11945	12736	(Sul)SulIII	1-792/792	===============	0/0	100.00	100.00	argannot	HQ875016:7396-8187
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	14418	15219	(AGly)AadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	15302	16561	(Phe)CmlA1	1-1260/1260	===============	0/0	100.00	99.92	argannot	M64556:601-1860
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	16823	17602	(AGly)AadA2	1-780/780	===============	0/0	100.00	100.00	argannot	X68227:66-945
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	18022	18519	(Tmt)DfrA12	1-498/498	===============	0/0	100.00	100.00	argannot	Z21672:310-807
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000022.1	18524	18581	(AGly)Aac3-Ib	1-58/531	==.............	0/0	10.92	100.00	argannot	L06157:555-1085
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000042.1	425	1075	(Tet)TetR	1-651/651	===============	0/0	100.00	100.00	argannot	HF545434:53576-54226
/scratch/mnk5428/kenyans/data/GCA_019363675.1_ASM1936367v1_genomic.fna	JAAIDG010000042.1	1106	2380	(Tet)TetA	1-1275/1275	===============	0/0	100.00	100.00	argannot	JX424423:94438-95712
