#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000015.1	93933	94039	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	1861	2676	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	2737	3540	strA_4	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	3540	4376	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	5439	5606	aadA1_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	5623	6096	dfrA1_30	1-474/474	===============	0/0	100.00	100.00	resfinder	JQ690541
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	6179	6980	aadA1_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	7398	8324	sul1_2	1-927/927	===============	0/0	100.00	100.00	resfinder	CP002151
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	14397	15056	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000032.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000035.1	650	1510	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	JF910132
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000046.1	1	107	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000047.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000061.1	326	462	tet(A)_4	1-137/1200	==.............	0/0	11.42	99.27	resfinder	AJ517790
