#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000002.1	207506	207943	(AGly)Aac6-Iaa	1-438/438	===============	0/0	100.00	100.00	argannot	NC_003197:1707358-1707795
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000003.1	126353	128254	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.23	argannot	CP002291:664439-666340
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000003.1	398562	399719	(Bla)AMPH_Ecoli	1-1158/1158	===============	0/0	100.00	80.05	argannot	AP012030:395554-396711
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000015.1	93933	94039	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	1861	2676	(Sul)SulII	1-816/816	===============	0/0	100.00	99.63	argannot	EU360945:1617-2432
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	2737	3540	(AGly)StrA	1-804/804	===============	0/0	100.00	99.88	argannot	AB366441:22458-23261
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	3540	4376	(AGly)StrB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	5549	5605	(AGly)Aac3-Ib	1-57/531	==.............	0/0	10.73	100.00	argannot	L06157:555-1085
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	5623	6096	(Tmt)DfrA1	1-474/474	===============	0/0	100.00	99.79	argannot	JQ794607:474
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	6179	6980	(AGly)AadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	7485	8324	(Sul)SulI	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000027.1	14397	15056	(Phe)CatA1	1-660/660	===============	0/0	100.00	99.85	argannot	V00622:244-903
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000032.1	21	127	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000035.1	650	1510	(Bla)TEM-105	1-861/861	===============	0/0	100.00	99.88	argannot	AF516720:215-1075
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000046.1	1	107	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000047.1	21	127	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000061.1	3	220	(Tet)TetR	1-218/651	======.........	0/0	33.49	99.54	argannot	HF545434:53576-54226
/scratch/mnk5428/kenyans/data/GCA_019361115.1_ASM1936111v1_genomic.fna	JAAHYL010000061.1	251	462	(Tet)TetA	1-212/1275	===............	0/0	16.63	99.06	argannot	JX424423:94438-95712
