#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000006.1	259048	259159	catB4_1	438-549/549	...........====	0/0	20.40	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000019.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000019.1	14510	14617	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000020.1	20	126	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000020.1	1107	1967	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	JF910132
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000020.1	4537	5373	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000020.1	5373	6176	strA_1	1-804/804	===============	0/0	100.00	100.00	resfinder	M96392
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000020.1	6237	7052	sul2_6	1-816/816	===============	0/0	100.00	100.00	resfinder	FN995456
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000020.1	8915	9021	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000021.1	21	127	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000021.1	5188	6387	tet(A)_4	1-1200/1200	===============	0/0	100.00	100.00	resfinder	AJ517790
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000021.1	7846	7953	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000024.1	4762	4869	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000025.1	20	126	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000025.1	308	1234	sul1_2	1-927/927	===============	0/0	100.00	100.00	resfinder	CP002151
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000025.1	1618	2191	dfrA7_1	1-570/570	========/======	3/4	100.00	98.78	resfinder	AJ419170
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000025.1	2197	2376	aadA1_1	1-187/972	===...../......	3/7	18.52	93.58	resfinder	X02340
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000025.1	4060	4168	catB4_1	441-549/549	............===	0/0	19.85	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000026.1	20	126	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000026.1	3750	3857	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000028.1	1630	2271	catA2_1	1-642/642	===============	0/0	100.00	96.11	resfinder	X53796
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000029.1	2415	2521	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/scratch/mnk5428/kenyans/data/GCA_019364125.1_ASM1936412v1_genomic.fna	JAAIDY010000041.1	714	820	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
