#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	122330	123051	baeR	1-722/724	===============	0/0	99.72	81.30	card	NC_007779:2166413-2167136
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	123047	124451	baeS	1-1405/1405	========/======	4/6	99.79	79.33	card	AP009048:2165013-2166417
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	124447	125863	mdtD	1-1417/1417	===============	0/0	100.00	79.18	card	U00096:2161464-2162880
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	125887	128934	mdtC	7-3054/3079	===============	0/0	98.99	81.36	card	U00096:2158386-2161464
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	128942	132063	mdtB	1-3122/3124	===============	0/0	99.94	81.45	card	U00096:2155263-2158386
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	132062	133304	mdtA	1-1249/1249	========/======	6/10	99.36	76.34	card	U00096:2154016-2155264
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	188433	189600	PmrE	1-1168/1168	========/======	4/4	99.83	76.50	card	U00096:2098447-2099614
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	251772	253196	mdtK	1-1425/1425	===============	0/0	100.00	99.09	card	CP014358.1:2161326-2162751
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	306460	307183	sdiA	1-724/724	===============	0/0	100.00	99.17	card	NC_003197:2039658-2040381
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	498492	498906	H-NS	1-415/415	===============	0/0	100.00	88.92	card	NC_002695:1737554-1737968
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	638278	638716	AAC(6')-Iy	1-439/439	===============	0/0	100.00	97.72	card	AF144880:3542-3980
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	750307	750691	marA	1-385/385	===============	0/0	100.00	87.01	card	NC_007779:1621288-1621672
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000002.1	166797	167698	leuO	44-945/945	===============	0/0	95.45	80.27	card	NC_000913.3:84368-85313
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000002.1	294667	296225	YojI	91-1643/1644	========/======	4/8	94.40	82.82	card	NC_000913.3:1-1645
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000002.1	310213	311082	robA	1-870/870	===============	0/0	100.00	76.90	card	JQ727667:1-871
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000002.1	380485	381677	mdtM	17-1209/1234	===============	0/0	96.68	78.46	card	U00096:4567287-4568520
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000002.1	568122	568326	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	85.37	card	Z11877.1:1-1245
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000002.1	594664	596307	PmrC	1-1644/1645	========/======	2/4	99.82	76.79	card	AP009048:4338625-4340269
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000003.1	76538	76743	Escherichia_coli_emrE	1-206/1244	===............	0/0	16.56	87.86	card	Z11877.1:1-1245
